"id","name","image","parts_type","color","offset_x","offset_y","offset_scale","power_type","power","duration","caption","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
697,"グリュンワルドの髪型 ","hair_z003a_p108+hair_z003a_p18",3,0,0,0,100,0,0,0,,,"Coiffure de Grunwald",,"古鲁瓦尔多的发型","古魯瓦爾多的髮型",,,,,,,,,
698,"カレンベルクの髪型 ","hair_z040a_p108+hair_z040a_p18",3,0,0,0,100,0,0,0,,,"Coiffure de Karenberg",,"凯伦贝克的发型","凱倫貝克的髮型",,,,,,,,,
699,"ヴァイオリンケース（左手）","basket_z040a_p78",21,0,0,0,100,0,0,0,,,"Étui à violon (main gauche)",,"小提琴箱(左手)","小提琴箱(左手)",,,,,,,,,
700,"ヴァイオリンケース（右手）","lefthand_z040b_p34",21,0,0,0,100,0,0,0,,,"Étui à violon (main droite)",,"小提琴箱(右手)","小提琴箱(右手)",,,,,,,,,
701,"ジェミーの頭のせ人形","hat_z171a_p112",20,0,0,0,100,0,0,0,,"Jamie Stacking Doll","Poupée de Jamie (Coiffure)",,"洁米的趴头娃娃","潔米的趴頭娃娃",,,,,,,,,
702,"ポレットの手提げ人形","basket_z167a_p78",21,0,0,0,100,0,0,0,,"Paulette Doll ","Poupée Paulette",,"波蕾特的手提公仔","波蕾特的手提公仔",,,,,,,,,
703,"ノイクロームのブーツ ","shoes_z057a_p51+shoes_z057a_p62",13,0,0,0,100,0,0,0,,,,,"诺伊库洛姆的鞋子","諾伊庫洛姆的鞋子",,,,,,,,,
704,"ノイクロームの服 ","dress_z057a_p33+dress_z057a_p40+dress_z057a_p48+dress_z057a_p59+dress_z057a_p67+dress_z057a_p87",10,0,0,0,100,0,0,0,,,,,"诺伊库洛姆的衣服","諾伊庫洛姆的衣服",,,,,,,,,
705,"ノイクロームのシルクハット ","hat_z057a_p112+hat_z057a_p17",20,0,0,0,100,0,0,0,,,,,"诺伊库洛姆的丝绸帽子","諾伊庫洛姆的絲綢帽子",,,,,,,,,
706,"シラーリーのブーツ ","shoes_z059a_p51+shoes_z059a_p62",13,0,0,0,100,0,0,0,,,,,"希拉莉的鞋子","希拉莉的鞋子",,,,,,,,,
707,"シラーリーのスカート ","skirt_z059a_p64",11,0,0,0,100,0,0,0,,,,,"希拉莉的裙子","希拉莉的裙子",,,,,,,,,
708,"シラーリーの上着 ","blouse_z059a_p33+blouse_z059a_p67+blouse_z059a_p87",10,0,0,0,100,0,0,0,,,,,"希拉莉的上衣","希拉莉的上衣",,,,,,,,,
709,"アイザックの眼帯","eyepatch_z002a_p105",22,0,0,0,100,0,0,0,,,,,"艾依查库的眼罩","艾依查庫的眼罩",,,,,,,,,
710,"セルファースの頭のせ人形","hat_z172a_p112",20,0,0,0,100,0,0,0,,,,,"瑟法斯的趴头娃娃","瑟法斯的趴頭娃娃",,,,,,,,,
711,"ノエラの頭のせ人形","hat_z169a_p112",20,0,0,0,100,0,0,0,,,,,"诺艾菈的趴头娃娃","諾艾菈的趴頭娃娃",,,,,,,,,
712,"エプシロンの頭のせ人形","hat_z166a_p112",20,0,0,0,100,0,0,0,,,,,"伊普西隆的趴头娃娃","伊普西隆的趴頭娃娃",,,,,,,,,
713,"ベリンダの髪型 ","hair_z018a_p108+hair_z018a_p18",3,0,0,0,100,0,0,0,,,,,"贝琳达的发型","貝琳達的髮型",,,,,,,,,
714,"ベリンダの帽子","hat_z018a_p112",20,0,0,0,100,0,0,0,,,,,"贝琳达的帽子","貝琳達的帽子",,,,,,,,,
715,"ギュスターヴの靴","shoes_z050a_p51+shoes_z050a_p62",13,0,0,0,100,0,0,0,,,,,"古斯塔夫的鞋子","古斯塔夫的鞋子",,,,,,,,,
716,"ギュスターヴのパンツ","skirt_z050a_p64",11,0,0,0,100,0,0,0,,,,,"古斯塔夫的裤子","古斯塔夫的褲子",,,,,,,,,
717,"ギュスターヴの服 ","blouse_z050a_p33+blouse_z050a_p40+blouse_z050a_p67+blouse_z050a_p87",10,0,0,0,100,0,0,0,,,,,"古斯塔夫的衣服","古斯塔夫的衣服",,,,,,,,,
718,"ギュスターヴのマント ","mant_z050a_p91+mant_z050a_p75+mant_z050a_p21",12,0,0,0,100,0,0,0,,,,,"古斯塔夫的帽兜","古斯塔夫的帽兜",,,,,,,,,
719,"ギュスターヴの髪型 ","hair_z050a_p108+hair_z050a_p18",3,0,0,0,100,0,0,0,,,,,"古斯塔夫的发型","古斯塔夫的髮型",,,,,,,,,
720,"ギュスターヴの印","paint_z050a_p98",22,0,0,0,100,0,0,0,,,,,"古斯塔夫的朱印","古斯塔夫的朱印",,,,,,,,,
721,"ユハニの手提げ人形","basket_z168a_p78",21,0,0,0,100,0,0,0,,,,,"尤哈尼的手提公仔","尤哈尼的手提公仔",,,,,,,,,
722,"星の髪飾り（赤）","hairpin_a000c_p117",20,0,0,0,100,0,0,0,,,,,"红星发夹","紅星髮夾",,,,,,,,,
723,"星の髪飾り（シャンパンゴールド）","hairpin_a000d_p117",20,0,0,0,100,0,0,0,,,,,"香槟金发夹","香檳金髮夾",,,,,,,,,
724,"ヴォランドの髪型","hair_z035a_p108+hair_z035a_p18",3,0,0,0,100,0,0,0,,,,,"沃兰德的发型","沃蘭德的髮型",,,,,,,,,
725,"深緋の草履","shoes_x014a_p51+shoes_x014a_p62",13,0,0,0,100,0,0,0,,,,,"深绯的草鞋","深緋的草鞋",,,,,,,,,
726,"深緋の和服","dress_x014a_p33+dress_x014a_p67+dress_x014a_p87",10,0,0,0,100,0,0,0,,,,,"深绯的和服","深緋的和服",,,,,,,,,
727,"深緋の髪飾り","hat_x014a_p117",20,0,0,0,100,0,0,0,,,,,"深绯的髪饰","深緋的髪飾",,,,,,,,,
728,"黒曜の草履","shoes_x014b_p51+shoes_x014b_p62",13,0,0,0,100,0,0,0,,,,,"黒曜的草鞋","黒曜的草鞋",,,,,,,,,
729,"黒曜の和服","dress_x014b_p33+dress_x014b_p67+dress_x014b_p87",10,0,0,0,100,0,0,0,,,,,"黒曜的和服","黒曜的和服",,,,,,,,,
730,"黒曜の髪飾り","hat_x014b_p117",20,0,0,0,100,0,0,0,,,,,"黒曜的髪饰","黒曜的髪飾",,,,,,,,,
731,"ベロニカの頭のせ人形","hat_z173a_p112",20,0,0,0,100,0,0,0,,,,,"维若妮卡的趴头娃娃","維若妮卡的趴頭娃娃",,,,,,,,,
732,"ラウルの手提げ人形","basket_z170a_p78",21,0,0,0,100,0,0,0,,,,,"劳尔的手提公仔","勞爾的手提公仔",,,,,,,,,
733,"ベルンハルトの髪型","hair_z013a_p108+hair_z013a_p18",3,0,0,0,100,0,0,0,,,,,"伯恩哈德的发型","伯恩哈德的髮型",,,,,,,,,
734,"フリードリヒの髪型","hair_z014a_p108+hair_z014a_p18",3,0,0,0,100,0,0,0,,,,,"弗雷特里西的发型","弗雷特里西的髮型",,,,,,,,,
735,"ヒューゴのブーツ","shoes_z062a_p42+shoes_z062a_p51+shoes_z062a_p62",13,0,0,0,100,0,0,0,,,,,"雨果的鞋子","雨果的鞋子",,,,,,,,,
736,"ヒューゴのトラウザ","skirt_z062a_p48+skirt_z062a_p59",11,0,0,0,100,0,0,0,,,,,"雨果的裤子","雨果的褲子",,,,,,,,,
737,"ヒューゴの上着","blouse_z062a_p33+blouse_z062a_p67+blouse_z062a_p87",10,0,0,0,100,0,0,0,,,,,"雨果的上衣","雨果的上衣",,,,,,,,,
738,"エプシロンのブーツ","shoes_z066a_p51+shoes_z066a_p62",13,0,0,0,100,0,0,0,,,,,"伊普西隆的鞋子","伊普西隆的鞋子",,,,,,,,,
739,"エプシロンのパンツ","skirt_z066a_p48+skirt_z066a_p59",11,0,0,0,100,0,0,0,,,,,"伊普西隆的裤子","伊普西隆的褲子",,,,,,,,,
740,"エプシロンの上着","blouse_z066a_p33+blouse_z066a_p67+blouse_z066a_p87",10,0,0,0,100,0,0,0,,,,,"伊普西隆的上衣","伊普西隆的上衣",,,,,,,,,
741,"エプシロンのマント付き上着","blouse_z066a_p33+blouse_z066a_p40+blouse_z066a_p67+blouse_z066b_p87",10,0,0,0,100,0,0,0,,,,,"伊普西隆的上衣附披风","伊普西隆的上衣附披風",,,,,,,,,
742,"エプシロンのマント","mant_z066a_p91+mant_z066a_p21",12,0,0,0,100,0,0,0,,,,,"伊普西隆的披风","伊普西隆的披風",,,,,,,,,
743,"フリードリヒの傷跡","paint_z014a_p98",22,0,0,0,100,0,0,0,,,,,"弗雷特里西的伤迹","弗雷特里西的傷跡",,,,,,,,,
744,"ユハニのサンダル","shoes_z068a_p51+shoes_z068a_p62",13,0,0,0,100,0,0,0,,,,,"尤哈尼的凉鞋","尤哈尼的涼鞋",,,,,,,,,
745,"ユハニのパンツ","skirt_z068a_p64",11,0,0,0,100,0,0,0,,,,,"尤哈尼的裤子","尤哈尼的褲子",,,,,,,,,
746,"ユハニの上着","blouse_z068a_p33+blouse_z068a_p67+blouse_z068a_p87",10,0,0,0,100,0,0,0,,,,,"尤哈尼的上衣","尤哈尼的上衣",,,,,,,,,
747,"ユハニの髪型","hair_z068a_p108+hair_z068a_p18",3,0,0,0,100,0,0,0,,,,,"尤哈尼的发型","尤哈尼的髮型",,,,,,,,,
748,"ブレイズの髪型","hair_z010a_p108+hair_z010a_p94+hair_z010a_p18",3,0,0,0,100,0,0,0,,,,,"布列依斯的发型","布列依斯的髮型",,,,,,,,,
749,"ジェミーの手提げ人形","basket_z171a_p78",21,0,0,0,100,0,0,0,,,,,"洁米的手提公仔","潔米的手提公仔",,,,,,,,,
750,"ユハニの光剣（腰）","bag_a068a_p77",23,0,0,0,100,0,0,0,,,,,"尤哈尼的光剑（腰）","尤哈尼的光劍（腰）",,,,,,,,,
751,"ユハニの光剣（右手） ","lefthand_z068b_p34",21,0,0,0,100,0,0,0,,,,,"尤哈尼的光剑（右手）","尤哈尼的光劍（右手）",,,,,,,,,
752,"アベル柄の枕","lefthand_z004a_p34",21,0,0,0,100,0,0,0,,,,,"枕头(阿贝尔图案)","枕頭(阿貝爾圖案)",,,,,,,,,
753,"リカルドの頭のせ人形","hat_z174a_p112",20,0,0,0,100,0,0,0,,,,,"里卡多的趴头娃娃","里卡多的趴頭娃娃",,,,,,,,,
754,"セルファースの手提げ人形","basket_z172a_p78",21,0,0,0,100,0,0,0,,,,,"瑟法斯的手提公仔","瑟法斯的手提公仔",,,,,,,,,
755,"モーガンの頭のせ人形","hat_z176a_p112",20,0,0,0,100,0,0,0,,,,,"摩根的趴头娃娃","摩根的趴頭娃娃",,,,,,,,,
756,"ウィドーシューズ","shoes_x015a_p51+shoes_x015a_p62",13,0,0,0,100,0,0,0,,,,,"寡妇鞋子","寡婦鞋子",,,,,,,,,
757,"ウィドードレス","dress_x015a_p33+dress_x015a_p67+dress_x015a_p87",12,0,0,0,100,0,0,0,,,,,"寡妇连衣裙","寡婦連衣裙",,,,,,,,,
758,"ウィドーハット","hat_x015a_p111+hat_x015a_p17",20,0,0,0,100,0,0,0,,,,,"寡妇帽","寡婦帽",,,,,,,,,
759,"オウランの帽子（赤）","hat_z055a_p112",20,0,0,0,100,0,0,0,,,,,"奥兰的帽子(红)","奧蘭的帽子(紅)",,,,,,,,,
760,"オウランのスーツ（白黒）","dress_z055b_p33+dress_z055b_p67+dress_z055b_p87",12,0,0,0,100,0,0,0,,,,,"奥兰的布偶装(白黑)","奧蘭的布偶裝(白黑)",,,,,,,,,
761,"オウランのフード（白黒）","hair_z055c_p108+hair_z055c_p18",20,0,0,0,100,0,0,0,,,,,"奥兰的帽兜(白黑)","奧蘭的帽兜(白黑)",,,,,,,,,
762,"エヴァリストの髪型","hair_z001a_p108+hair_z001a_p18",3,0,0,0,100,0,0,0,,,,,"艾伯李斯特的发型","艾伯李斯特的髮型",,,,,,,,,
763,"アベルの髪型","hair_z004a_p108+hair_z004a_p94+hair_z004a_p18",3,0,0,0,100,0,0,0,,,,,"阿贝尔的发型","阿貝爾的髮型",,,,,,,,,
764,"ハロウィングリュンワルドの手提げ人形","basket_z103b_p78",21,0,0,0,100,0,0,0,,,,,"万圣节古鲁瓦尔多的手提公仔","萬聖節古魯瓦爾多的手提公仔",,,,,,,,,
765,"ダイス（金）","fairy_x003c_p3",23,0,0,0,100,0,0,0,,,,,"骰子(金)","骰子(金)",,,,,,,,,
766,"マリネラの頭のせ人形","hat_z175a_p112",20,0,0,0,100,0,0,0,,,,,"玛丽妮菈的趴头娃娃","瑪麗妮菈的趴頭娃娃",,,,,,,,,
767,"ナディーンのブーツ","shoes_z053a_p51+shoes_z053a_p62",13,0,0,0,100,0,0,0,,,,,"娜汀的凉鞋","娜汀的涼鞋",,,,,,,,,
768,"ナディーンのパンツ ","skirt_z053a_p48+skirt_z053a_p59",11,0,0,0,100,0,0,0,,,,,"娜汀的裤子","娜汀的褲子",,,,,,,,,
769,"ナディーンの上着 ","blouse_z053a_p33+blouse_z053a_p67+blouse_z053a_p87",10,0,0,0,100,0,0,0,,,,,"娜汀的上衣","娜汀的上衣",,,,,,,,,
770,"ナディーンの髪型 ","hair_z053a_p108+hair_z053a_p94+hair_z053a_p18",3,0,0,0,100,0,0,0,,,,,"娜汀的发型","娜汀的髮型",,,,,,,,,
771,"アインの髪型 ","hair_z012a_p108+hair_z012a_p94+hair_z012a_p18",3,0,0,0,100,0,0,0,,,,,"艾茵的发型","艾茵的髮型",,,,,,,,,
772,"レタの頭のせ人形","hat_z165a_p112",20,0,0,0,100,0,0,0,,,,,"蕾塔的趴头娃娃","蕾塔的趴頭娃娃",,,,,,,,,
773,"ベロニカの手提げ人形","basket_z173a_p78",21,0,0,0,100,0,0,0,,,,,"维若妮卡","維若妮卡",,,,,,,,,
774,"グレゴールの靴","shoes_z064a_p51+shoes_z064a_p62",13,0,0,0,100,0,0,0,,,,,"格雷高尔的鞋子","格雷高爾的鞋子",,,,,,,,,
775,"グレゴールのパンツ","skirt_z064a_p69",11,0,0,0,100,0,0,0,,,,,"格雷高尔的裤子","格雷高爾的褲子",,,,,,,,,
776,"グレゴールの上着 ","blouse_z064a_p33+blouse_z064a_p67+blouse_z064a_p74+blouse_z064a_p87",10,0,0,0,100,0,0,0,,,,,"格雷高尔的上衣","格雷高爾的上衣",,,,,,,,,
777,"グレゴールの髪型","hair_z064a_p108+hair_z064a_p18",3,0,0,0,100,0,0,0,,,,,"格雷高尔的发型","格雷高爾的髮型",,,,,,,,,
778,"ネネムの髪型（セミロング）","hair_z041b_p108+hair_z041b_p18",3,0,0,0,100,0,0,0,,,,,"音音梦的发型（半长发）","音音夢的髮型（半長髮）",,,,,,,,,
779,"リカルドの手提げ人形","basket_z174a_p78",21,0,0,0,100,0,0,0,,,,,"里卡多的手提公仔","里卡多的手提公仔",,,,,,,,,
780,"マリネラの靴","shoes_z075a_p51+shoes_z075a_p62",13,0,0,0,100,0,0,0,,,,,"玛丽妮菈的鞋子","瑪麗妮菈的鞋子",,,,,,,,,
781,"マリネラのパンツ","skirt_z075a_p64",11,0,0,0,100,0,0,0,,,,,"玛丽妮菈的裤子","瑪麗妮菈的褲子",,,,,,,,,
782,"マリネラの上着 ","blouse_z075a_p33+blouse_z075a_p67+blouse_z075a_p87",10,0,0,0,100,0,0,0,,,,,"玛丽妮菈的上衣","瑪麗妮菈的上衣",,,,,,,,,
783,"マリネラの髪型","hair_z075a_p108+hair_z075a_p94",3,0,0,0,100,0,0,0,,,,,"玛丽妮菈的发型","瑪麗妮菈的髮型",,,,,,,,,
784,"クレーニヒの髪型","hair_z006a_p108+hair_z006a_p18",3,0,0,0,100,0,0,0,,,,,"库勒尼西的发型","庫勒尼西的髮型",,,,,,,,,
785,"モーガンの手提げ人形","basket_z176a_p78",21,0,0,0,100,0,0,0,,,,,"摩根的手提公仔","摩根的手提公仔",,,,,,,,,
786,"マリネラの手提げ人形","basket_z175a_p78",21,0,0,0,100,0,0,0,,,,,"玛丽妮菈的手提公仔","瑪麗妮菈的手提公仔",,,,,,,,,
787,"ジェミーのブーツ","shoes_z071a_p51+shoes_z071a_p62",13,0,0,0,100,0,0,0,,,,,"洁米的鞋子","潔米的鞋子",,,,,,,,,
788,"ジェミーのパンツ","skirt_z071a_p41+skirt_z071a_p64",11,0,0,0,100,0,0,0,,,,,"洁米的裤子","潔米的褲子",,,,,,,,,
789,"ジェミーの上着 ","blouse_z071a_p13+blouse_z071a_p33+blouse_z071a_p67+blouse_z071a_p87",10,0,0,0,100,0,0,0,,,,,"洁米的上衣","潔米的上衣",,,,,,,,,
790,"ジェミーの髪型","hair_z071a_p108+hair_z071a_p18+hair_z071a_p94",3,0,0,0,100,0,0,0,,,,,"洁米的发型","潔米的髮型",,,,,,,,,
791,"マルグリッドの髪型","hair_z015a_p108+hair_z015a_p18",3,0,0,0,100,0,0,0,,,,,"玛格莉特的发型","瑪格莉特的髮型",,,,,,,,,
792,"ジェミーの縫合痕","paint_z071a_p98",22,0,0,0,100,0,0,0,,,,,"洁米的缝合痕迹","潔米的縫合痕跡",,,,,,,,,
793,"ポレットの頭のせ人形","hat_z167a_p112",20,0,0,0,100,0,0,0,,,,,"波蕾特的趴头娃娃","波蕾特的趴頭娃娃",,,,,,,,,
794,"ジュディスの手提げ人形","basket_z177a_p78",21,0,0,0,100,0,0,0,,,,,"茱蒂丝的手提公仔","茱蒂絲的手提公仔",,,,,,,,,
795,"コッブの髪型","hair_z037a_p108",3,0,0,0,100,0,0,0,,,,,"柯布的发型","柯布的髮型",,,,,,,,,
796,"リカルドの髪型","hair_z074a_p108+hair_z074a_p18",3,0,0,0,100,0,0,0,,,,,"里卡多的发型","里卡多的髮型",,,,,,,,,
797,"リカルドの靴","shoes_z074a_p51+shoes_z074a_p62",13,0,0,0,100,0,0,0,,,,,"里卡多的鞋子","里卡多的鞋子",,,,,,,,,
798,"リカルドのスラックス","skirt_z074a_p64",11,0,0,0,100,0,0,0,,,,,"里卡多的西装裤","里卡多的西裝褲",,,,,,,,,
799,"リカルドのベスト","blouse_z074a_p33+blouse_z074a_p67+blouse_z074a_p87",10,0,0,0,100,0,0,0,,,,,"里卡多的背心","里卡多的背心",,,,,,,,,
800,"レオンの座り人形","hat_z205b_p112",20,0,0,0,100,0,0,0,,,,,"利恩的坐姿娃娃","利恩的坐姿娃娃",,,,,,,,,
801,"ジュディスの頭のせ人形","hat_z177a_p112",20,0,0,0,100,0,0,0,,,,,"茱蒂丝的趴头娃娃","茱蒂絲的趴頭娃娃",,,,,,,,,
802,"アベルの座り人形","hat_z204b_p112",20,0,0,0,100,0,0,0,,,,,"阿贝尔的坐姿娃娃","阿貝爾的坐姿娃娃",,,,,,,,,
803,"C.C.の部屋着","blouse_z036b_p33+blouse_z036b_p67+blouse_z036b_p87",10,0,0,0,100,0,0,0,,,,,"C.C.的居家服","C.C.的居家服",,,,,,,,,
804,"ギュスターヴの礼服（下）","skirt_z050b_p64",11,0,0,0,100,0,0,0,,,,,"古斯塔夫的礼服（下）","古斯塔夫的禮服（下）",,,,,,,,,
805,"ギュスターヴの礼服（上）","blouse_z050b_p33+blouse_z050b_p67+blouse_z050b_p87",10,0,0,0,100,0,0,0,,,,,"古斯塔夫的礼服（上）","古斯塔夫的禮服（上）",,,,,,,,,
806,"シェリの髪型","hair_z011a_p108+hair_z011a_p18",3,0,0,0,100,0,0,0,,,,,"雪莉的发型","雪莉的髮型",,,,,,,,,
807,"リーズの髪型","hair_z024a_p108+hair_z024a_p18",3,0,0,0,100,0,0,0,,,,,"里斯的发型","里斯的髮型",,,,,,,,,
1000,"Debugフェアリー","fairy_m000c_p126",23,0,0,0,100,2,100,20160,"クエスト同時探索数を__POW__増加します","Debug Fairy","Fée de Debug",,"Debug","Debug",,,"Time required to find quests is reduced by __POW__%.","Augmente la possibilité de recherches multiples de __POW__.","최대 퀘스트 리스트를 +__POW__ 추가","任务同时探索数增加__POW__","任務同時探索數增加__POW__","Menambah tingkat pencarian Quest sebesar __POW__.","เพิ่มจำนวนเควสที่ได้จากการสำรวจ__POW__เควส"
1001,"Debugフェアリー張りぼて1","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote1","Fée de Debug Haribote1",,"Debug妖精-纸老虎1","Debug妖精-纸老虎1",,,,,,,,,
1002,"Debugフェアリー張りぼて2","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote2","Fée de Debug Haribote2",,"Debug妖精-纸老虎2","Debug妖精-纸老虎2",,,,,,,,,
1003,"Debugフェアリー張りぼて3","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote3","Fée de Debug Haribote3",,"Debug妖精-纸老虎3","Debug妖精-纸老虎3",,,,,,,,,
1004,"Debugフェアリー張りぼて4","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote4","Fée de Debug Haribote4",,"Debug妖精-纸老虎4","Debug妖精-纸老虎4",,,,,,,,,
1005,"Debugフェアリー張りぼて5","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote5","Fée de Debug Haribote5",,"Debug妖精-纸老虎5","Debug妖精-纸老虎5",,,,,,,,,
1006,"Debugフェアリー張りぼて6","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote6","Fée de Debug Haribote6",,"Debug妖精-纸老虎6","Debug妖精-纸老虎6",,,,,,,,,
1007,"Debugフェアリー張りぼて7","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote7","Fée de Debug Haribote7",,"Debug妖精-纸老虎7","Debug妖精-纸老虎7",,,,,,,,,
1008,"Debugフェアリー張りぼて8","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote8","Fée de Debug Haribote8",,"Debug妖精-纸老虎8","Debug妖精-纸老虎8",,,,,,,,,
1009,"Debugフェアリー張りぼて9","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote9","Fée de Debug Haribote9",,"Debug妖精-纸老虎9","Debug妖精-纸老虎9",,,,,,,,,
1010,"Debugフェアリー張りぼて10","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote10","Fée de Debug Haribote0",,"Debug妖精-纸老虎10","Debug妖精-纸老虎10",,,,,,,,,
1011,"Debugフェアリー張りぼて11","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote11","Fée de Debug Haribote11",,"Debug妖精-纸老虎11","Debug妖精-纸老虎11",,,,,,,,,
1012,"Debugフェアリー張りぼて12","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote12","Fée de Debug Haribote12",,"Debug妖精-纸老虎12","Debug妖精-纸老虎12",,,,,,,,,
1013,"Debugフェアリー張りぼて13","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote13","Fée de Debug Haribote13",,"Debug妖精-纸老虎13","Debug妖精-纸老虎13",,,,,,,,,
1014,"Debugフェアリー張りぼて14","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote14","Fée de Debug Haribote14",,"Debug妖精-纸老虎14","Debug妖精-纸老虎14",,,,,,,,,
1015,"Debugフェアリー張りぼて15","fairy_m000c_p126",23,0,0,0,100,0,0,0,"仮報酬設定用：このIDのパーツが取得された場合、報酬設定が仮設定です","Debug Fairy Haribote15","Fée de Debug Haribote15",,"Debug妖精-纸老虎15","Debug妖精-纸老虎15",,,,,,,,,
2014,"可愛いキャップ","kr_hat_z002a_p17+kr_hat_z002a_p111",20,0,0,0,100,0,0,0,,"Cute cap","Chapeau mignon",,"可爱的帽子","可愛的帽子",,,,,,,,,
